Exercise,Age,Gender,BMI
Light Calisthenics,52,Female,30.4401352
Kayaking,47,Male,26.28823172
Qi Gong,48,Male,27.49907797
Meditation and Deep Breathing,45,Male,31.74136834
Golf (Walking),47,Female,18.7335252
Kayaking,58,Female,28.24546961
Water Aerobics,23,Female,20.70540172
Qi Gong,59,Female,25.92811886
Water Aerobics,24,Male,24.50358058
Gardening,33,Female,25.46905201
Stretching Routine,30,Female,30.799359
Kayaking,32,Female,23.69437096
Pilates,59,Female,32.11525424
Meditation and Deep Breathing,42,Male,26.65127036
Qi Gong,34,Male,33.11417266
Golf (Walking),59,Female,23.80904109
Golf (Walking),46,Female,31.87659654
Pilates,55,Male,25.31070202
Gardening,18,Male,19.08888901
Golf (Walking),55,Female,23.54016044
Water Aerobics,25,Male,22.70932406
Meditation and Deep Breathing,45,Male,33.1200344
Low-Intensity Dance Class,24,Male,31.2335491
Kayaking,47,Female,31.20825105
Kayaking,48,Male,24.37750102
Stretching Routine,43,Female,24.02518463
Low-Intensity Dance Class,18,Female,25.82382572
Kayaking,50,Male,29.08319284
Golf (Walking),19,Female,23.44118918
Kayaking,50,Female,27.06201846
Low-Intensity Dance Class,50,Female,25.0769999
Light Calisthenics,49,Female,19.18729594
Kayaking,42,Female,25.97302254
Water Aerobics,55,Male,34.27400213
Light Calisthenics,27,Female,24.01055993
Kayaking,28,Female,23.1074507
Golf (Walking),32,Female,20.48858702
Low-Intensity Dance Class,45,Male,33.08562047
Gardening,39,Female,29.33795783
Kayaking,28,Male,29.14745236
Light Calisthenics,47,Female,22.35001111
Gardening,56,Male,32.74795785
Gardening,34,Male,34.52275247
Stretching Routine,57,Male,31.83227073
Pilates,19,Male,24.79420608
Gardening,40,Male,25.63446786
Light Calisthenics,22,Male,26.33755724
Golf (Walking),39,Female,25.65733104
Golf (Walking),43,Female,29.21571734
Qi Gong,24,Male,20.28498155
Stretching Routine,29,Female,23.35864717
Pilates,39,Female,20.38972138
Golf (Walking),37,Male,27.35652425
Stretching Routine,50,Male,21.56176268
Pilates,48,Male,19.70734564
Light Calisthenics,45,Female,19.1716029
Gardening,45,Female,23.61703221
Kayaking,18,Male,31.69353562
Stretching Routine,47,Female,30.21570144
Low-Intensity Dance Class,39,Male,21.82551828
Meditation and Deep Breathing,41,Male,33.13000669
Low-Intensity Dance Class,28,Female,24.88940505
Meditation and Deep Breathing,29,Female,29.57926767
Kayaking,47,Female,28.2234065
Qi Gong,47,Male,32.02514359
Kayaking,46,Male,23.23524096
Kayaking,43,Female,24.09246454
Stretching Routine,38,Female,28.2387005
Low-Intensity Dance Class,41,Female,30.55578804
Stretching Routine,28,Male,22.99571906
Gardening,21,Male,29.59623822
Stretching Routine,41,Male,25.63982582
Qi Gong,32,Female,21.73333873
Water Aerobics,40,Male,18.78637867
Meditation and Deep Breathing,43,Female,23.01047702
Gardening,21,Female,27.47057647
Golf (Walking),40,Female,23.46145312
Qi Gong,45,Female,29.63342815
Meditation and Deep Breathing,33,Female,19.57065135
Water Aerobics,43,Female,34.99547806
Pilates,46,Female,26.21417902
Light Calisthenics,29,Male,26.60214709
Qi Gong,59,Female,30.37368127
Qi Gong,24,Male,34.27137956
Stretching Routine,45,Female,19.19288478
Stretching Routine,30,Male,27.96004255
Pilates,55,Male,24.76226683
Low-Intensity Dance Class,18,Female,23.87122313
Water Aerobics,22,Male,27.82377223
Kayaking,52,Female,27.07591819
Light Calisthenics,37,Male,23.52884259
Stretching Routine,57,Male,29.52403581
Kayaking,19,Female,29.62170219
Pilates,58,Male,34.79747924
Kayaking,45,Female,24.16195538
Low-Intensity Dance Class,37,Female,18.84729542
Meditation and Deep Breathing,49,Female,25.0906351
Golf (Walking),46,Female,30.77489383
Qi Gong,36,Female,32.73037309
Kayaking,33,Female,27.52195518
Qi Gong,40,Female,19.03138546
Water Aerobics,47,Female,27.31435103
Meditation and Deep Breathing,43,Female,32.43670532
Water Aerobics,48,Female,20.64831306
Light Calisthenics,52,Female,30.33068217
Gardening,19,Female,22.94163829
Water Aerobics,36,Male,22.70897778
Low-Intensity Dance Class,39,Female,25.2718249
Golf (Walking),18,Male,34.92147637
Stretching Routine,57,Male,19.91949084
Stretching Routine,21,Male,31.0172232
Water Aerobics,27,Male,30.25001985
Water Aerobics,24,Male,26.12322292
Pilates,19,Male,23.65581212
Golf (Walking),36,Female,20.7797667
Pilates,38,Female,21.09795415
Water Aerobics,37,Female,33.77658119
Light Calisthenics,47,Female,31.96601322
Low-Intensity Dance Class,18,Male,18.9424432
Qi Gong,60,Male,21.39976367
Gardening,46,Male,29.97661254
Meditation and Deep Breathing,26,Male,28.17528081
Stretching Routine,36,Female,21.97401421
Pilates,53,Female,28.23812873
Qi Gong,57,Male,20.29306342
Stretching Routine,47,Female,31.62620843
Meditation and Deep Breathing,48,Male,31.39230606
Stretching Routine,38,Male,34.83632493
Light Calisthenics,47,Female,21.60901378
Stretching Routine,58,Female,19.73765737
Golf (Walking),22,Male,29.05449865
Gardening,21,Male,25.05152854
Golf (Walking),47,Male,28.08794663
Qi Gong,50,Male,22.65522229
Water Aerobics,33,Female,26.26813502
Kayaking,29,Female,30.17599339
Gardening,54,Female,33.31667436
Meditation and Deep Breathing,56,Male,29.58794768
Light Calisthenics,22,Male,18.67874993
Water Aerobics,50,Female,20.77088219
Meditation and Deep Breathing,30,Female,32.60489685
Low-Intensity Dance Class,47,Male,21.7097401
Stretching Routine,28,Female,27.93120678
Golf (Walking),31,Male,24.99446449
Stretching Routine,50,Female,29.73027287
Low-Intensity Dance Class,53,Female,27.22607261
Low-Intensity Dance Class,45,Female,23.75691816
Pilates,29,Male,32.40506054
Pilates,29,Female,33.72697995
Qi Gong,22,Female,23.65464963
Low-Intensity Dance Class,38,Female,23.55364788
Golf (Walking),60,Female,26.12827591
Water Aerobics,50,Female,33.02815592
Golf (Walking),48,Male,24.49965752
Stretching Routine,44,Female,26.91326228
Gardening,25,Male,34.55420242
Pilates,50,Male,23.90724163
Kayaking,30,Female,21.41617365
Water Aerobics,45,Female,23.62974124
Light Calisthenics,43,Female,27.53285507
Meditation and Deep Breathing,22,Male,25.98365764
Kayaking,29,Female,27.40712474
Pilates,47,Female,34.85134333
Low-Intensity Dance Class,39,Female,20.71309178
Qi Gong,24,Male,24.60232066
Meditation and Deep Breathing,29,Male,33.38033764
Qi Gong,33,Male,28.07648044
Stretching Routine,27,Female,31.8438692
Water Aerobics,48,Female,29.32016534
Light Calisthenics,54,Female,33.47377949
Qi Gong,27,Male,30.7989851
Gardening,18,Female,30.7262722
Qi Gong,56,Female,21.84901231
Golf (Walking),59,Male,28.06998729
Light Calisthenics,37,Male,22.30863025
Qi Gong,28,Female,33.77405409
Low-Intensity Dance Class,48,Female,27.71892687
Kayaking,41,Male,26.55534613
Water Aerobics,59,Male,25.15321842
Water Aerobics,52,Male,21.54007964
Qi Gong,59,Female,24.46100493
Stretching Routine,37,Female,32.67717841
Qi Gong,49,Male,21.54320986
Golf (Walking),39,Female,27.34473054
Low-Intensity Dance Class,60,Male,18.97586989
Light Calisthenics,27,Male,20.17870434
Pilates,21,Male,33.9425289
Stretching Routine,18,Male,24.10448881
Meditation and Deep Breathing,47,Male,18.96165303
Pilates,59,Male,24.42764098
Qi Gong,41,Female,19.03136588
Qi Gong,54,Female,21.2387857
Low-Intensity Dance Class,44,Male,26.85859907
Water Aerobics,44,Female,32.73058272
Meditation and Deep Breathing,26,Male,20.74861838
Kayaking,26,Male,30.10824637
Qi Gong,43,Male,26.5708927
Stretching Routine,59,Female,18.99072687
Qi Gong,18,Female,32.99530886
Water Aerobics,46,Male,31.90825134
Pilates,58,Male,24.81677697
Pilates,54,Female,34.57052709
Golf (Walking),19,Male,25.19767693
Light Calisthenics,31,Male,19.55389058
Gardening,53,Female,25.55491415
Meditation and Deep Breathing,53,Female,28.18158377
Golf (Walking),55,Male,30.24017748
Kayaking,59,Female,28.23094348
Gardening,42,Female,34.03562649
Meditation and Deep Breathing,43,Male,18.71128585
Stretching Routine,25,Female,33.06384753
Low-Intensity Dance Class,56,Female,30.89482411
Meditation and Deep Breathing,28,Male,33.02858254
Qi Gong,25,Male,20.93053492
Water Aerobics,59,Male,31.61838312
Light Calisthenics,33,Female,23.0013724
Light Calisthenics,43,Female,23.88564406
Qi Gong,47,Female,34.52410399
Low-Intensity Dance Class,36,Female,27.66533858
Stretching Routine,29,Male,22.71140888
Pilates,26,Female,22.18605915
Stretching Routine,53,Male,34.91984518
Qi Gong,34,Male,33.08027136
Golf (Walking),58,Female,31.60685178
Pilates,19,Female,27.10782014
Gardening,28,Male,29.84212139
Kayaking,31,Male,23.40661752
Qi Gong,27,Male,27.50828156
Water Aerobics,35,Female,18.66816427
Pilates,42,Male,19.14058137
Pilates,27,Male,33.31268076
Stretching Routine,25,Female,28.28008335
Water Aerobics,58,Female,26.63566539
Light Calisthenics,40,Male,20.34353468
Stretching Routine,44,Female,21.7214376
Gardening,49,Female,23.87246598
Pilates,34,Female,21.23764136
Qi Gong,55,Female,20.49621863
Qi Gong,52,Male,31.75310456
Water Aerobics,46,Male,23.08561344
Low-Intensity Dance Class,22,Male,30.48198444
Gardening,48,Male,33.25414962
Meditation and Deep Breathing,39,Female,27.00567002
Light Calisthenics,40,Female,33.15128359
Light Calisthenics,57,Male,26.94879959
Pilates,37,Female,25.48739189
Stretching Routine,25,Female,21.13435001
Qi Gong,49,Female,19.9556784
Stretching Routine,52,Female,34.85814576
Water Aerobics,33,Female,18.56562493
Light Calisthenics,56,Male,26.2855302
Low-Intensity Dance Class,54,Male,34.02791176
Light Calisthenics,18,Male,20.33105241
Stretching Routine,50,Male,25.24769204
Light Calisthenics,20,Female,31.36086122
Golf (Walking),51,Male,19.26036877
Pilates,48,Male,22.16906648
Water Aerobics,39,Male,33.8016118
Golf (Walking),42,Female,22.15280051
Kayaking,33,Male,25.03219899
Light Calisthenics,59,Male,24.33666921
Meditation and Deep Breathing,55,Female,32.16152929
Meditation and Deep Breathing,57,Male,20.99509675
Gardening,53,Female,21.73415852
Kayaking,59,Female,28.03178631
Low-Intensity Dance Class,50,Male,30.13572893
Qi Gong,23,Male,28.34355959
Water Aerobics,28,Female,18.57434358
Water Aerobics,36,Male,22.0357012
Pilates,26,Female,26.99414581
Light Calisthenics,27,Female,30.07204633
Meditation and Deep Breathing,31,Male,30.53383919
Light Calisthenics,53,Female,21.42689494
Kayaking,40,Male,20.67066883
Stretching Routine,34,Male,26.59893998
Qi Gong,30,Male,26.88450183
Water Aerobics,34,Female,29.20041825
Qi Gong,21,Male,29.72223519
Light Calisthenics,41,Female,28.84661153
Light Calisthenics,37,Female,33.41135214
Meditation and Deep Breathing,54,Female,32.99292897
Golf (Walking),59,Female,18.68058008
Golf (Walking),40,Female,24.21915158
Kayaking,39,Female,30.50801445
Qi Gong,57,Male,18.51887781
Light Calisthenics,41,Male,31.67797025
Qi Gong,23,Female,29.68228224
Pilates,52,Female,28.40282022
Golf (Walking),19,Female,27.13636485
Gardening,36,Male,32.00273766
Light Calisthenics,47,Female,29.85171733
Qi Gong,33,Female,26.31644623
Kayaking,56,Female,33.40358549
Qi Gong,32,Female,30.83607537
Golf (Walking),36,Female,33.91802467
Light Calisthenics,32,Male,29.65502744
Golf (Walking),31,Male,28.3353235
Pilates,18,Female,26.17722622
Kayaking,32,Female,30.55664247
Pilates,26,Male,21.00646191
Qi Gong,48,Male,33.71949594
Kayaking,59,Male,20.21446015
Stretching Routine,27,Male,22.56657124
Light Calisthenics,35,Female,27.20784907
Meditation and Deep Breathing,28,Male,33.6216158
Qi Gong,52,Male,19.39633492
Meditation and Deep Breathing,19,Male,18.73996905
Light Calisthenics,18,Female,29.53319717
Meditation and Deep Breathing,21,Male,21.20862949
Light Calisthenics,31,Male,30.52469977
Pilates,54,Female,33.54474301
Stretching Routine,51,Female,21.35768018
Gardening,47,Female,33.22753018
Qi Gong,29,Male,32.55852916
Qi Gong,46,Male,29.01415814
Low-Intensity Dance Class,55,Male,33.52461055
Qi Gong,18,Male,30.34225858
Meditation and Deep Breathing,57,Female,22.65342875
Pilates,26,Male,28.50715327
Stretching Routine,52,Male,28.48469078
Light Calisthenics,46,Female,28.23472224
Pilates,60,Female,24.58150878
Meditation and Deep Breathing,55,Female,32.32734575
Kayaking,34,Female,23.85222176
Low-Intensity Dance Class,55,Female,25.17403413
Meditation and Deep Breathing,53,Male,19.09651282
Pilates,30,Male,33.8141992
Golf (Walking),37,Male,30.67454526
Pilates,58,Female,26.82333142
Qi Gong,43,Male,20.22808918
Kayaking,26,Male,22.29194049
Qi Gong,21,Male,26.21053589
Golf (Walking),29,Male,33.67106054
Pilates,45,Female,22.36593955
Kayaking,57,Female,30.40643581
Gardening,49,Male,27.00110069
Water Aerobics,21,Male,33.49693479
Stretching Routine,21,Male,25.38049498
Qi Gong,41,Male,32.53811505
Golf (Walking),51,Female,30.3460805
Stretching Routine,45,Female,32.23271642
Water Aerobics,60,Male,24.4680656
Light Calisthenics,49,Male,30.80663814
Meditation and Deep Breathing,24,Male,25.95693473
Gardening,30,Male,28.98897211
Light Calisthenics,49,Female,31.34323422
Golf (Walking),21,Female,24.45878989
Low-Intensity Dance Class,35,Male,28.24566501
Stretching Routine,46,Male,25.12976136
Pilates,41,Female,32.23600511
Gardening,42,Male,21.83867321
Light Calisthenics,42,Female,27.47485231
Golf (Walking),26,Male,29.40555691
Meditation and Deep Breathing,22,Male,22.03831078
Water Aerobics,60,Female,25.95322649
Light Calisthenics,26,Female,21.00487314
Gardening,54,Female,25.23085595
Low-Intensity Dance Class,35,Male,25.94178003
Pilates,57,Female,19.51664023
Meditation and Deep Breathing,49,Male,29.16968812
Stretching Routine,29,Male,20.0305735
Light Calisthenics,37,Female,21.48998333
Qi Gong,28,Female,32.0751269
Water Aerobics,40,Female,20.00642562
Low-Intensity Dance Class,42,Female,30.64877695
Low-Intensity Dance Class,45,Female,23.48668546
Low-Intensity Dance Class,39,Male,27.71777728
Low-Intensity Dance Class,32,Female,29.11525972
Light Calisthenics,60,Male,21.20417245
Low-Intensity Dance Class,50,Female,24.26789239
Water Aerobics,53,Male,28.46606863
Pilates,59,Female,34.91946786
Golf (Walking),50,Female,20.26612483
Pilates,21,Male,19.20635713
Gardening,31,Female,21.12553756
Gardening,32,Female,32.70992637
Water Aerobics,50,Female,28.93783408
Golf (Walking),37,Male,22.87054684
Light Calisthenics,32,Male,32.51478881
Pilates,56,Female,31.58436842
Kayaking,18,Female,25.81101004
Pilates,25,Female,18.82826011
Pilates,32,Male,20.70783762
Low-Intensity Dance Class,59,Female,26.61867143
Golf (Walking),26,Female,23.6552874
Gardening,32,Male,31.32306576
Pilates,45,Female,21.12526789
Stretching Routine,55,Female,22.17529557
Golf (Walking),34,Male,26.66552368
Kayaking,18,Male,19.39084723
Gardening,43,Female,30.23903789
Light Calisthenics,24,Female,19.67119098
Kayaking,31,Male,26.88681857
Low-Intensity Dance Class,60,Male,27.8078546
Stretching Routine,26,Male,30.93696137
Pilates,59,Male,27.29982596
Qi Gong,33,Male,30.82953135
Gardening,22,Male,33.97393468
Pilates,28,Female,27.50650321
Low-Intensity Dance Class,32,Male,33.98884395
Qi Gong,21,Female,23.05149438
Gardening,57,Female,21.2765389
Golf (Walking),31,Male,32.76208383
Meditation and Deep Breathing,44,Female,22.45541908
Qi Gong,46,Male,29.19806512
Light Calisthenics,60,Female,27.37176042
Low-Intensity Dance Class,55,Male,24.17044035
Gardening,24,Male,18.63141685
Water Aerobics,31,Female,26.49886891
Qi Gong,51,Male,25.83735745
Water Aerobics,54,Male,29.51867553
Low-Intensity Dance Class,60,Male,24.51200964
Water Aerobics,60,Male,26.59809889
Golf (Walking),39,Female,34.21275499
Stretching Routine,45,Male,29.43579839
Low-Intensity Dance Class,19,Male,33.21431804
Stretching Routine,26,Female,19.59542683
Gardening,40,Female,34.55015317
Light Calisthenics,39,Male,34.82789516
Qi Gong,60,Male,29.49815005
Low-Intensity Dance Class,58,Female,31.85458794
Pilates,52,Male,33.85615343
Low-Intensity Dance Class,27,Male,19.70746783
Kayaking,31,Male,24.85891758
Stretching Routine,34,Female,31.33239647
Kayaking,23,Female,28.18265325
Kayaking,33,Male,23.49161207
Meditation and Deep Breathing,26,Female,27.67047993
Pilates,53,Female,27.79979834
Light Calisthenics,38,Female,25.64620727
Gardening,46,Male,18.62754606
Kayaking,36,Female,25.17914153
Gardening,45,Male,27.52957065
Gardening,47,Female,29.91488189
Golf (Walking),39,Male,31.76716222
Gardening,43,Male,32.06085973
Water Aerobics,48,Female,18.74687152
Meditation and Deep Breathing,54,Male,27.92373424
Meditation and Deep Breathing,34,Male,19.65833045
Water Aerobics,40,Female,24.54797304
Meditation and Deep Breathing,31,Female,23.93124877
Low-Intensity Dance Class,35,Male,24.30970229
Kayaking,28,Female,20.04086353
Golf (Walking),30,Male,34.14978656
Gardening,50,Male,24.14918586
Qi Gong,30,Male,22.25079433
Stretching Routine,35,Female,19.32809017
Stretching Routine,40,Female,32.07759253
Meditation and Deep Breathing,19,Male,33.50493263
Kayaking,52,Male,23.91775574
Qi Gong,23,Male,30.23034493
Stretching Routine,48,Male,34.58362338
Water Aerobics,42,Female,23.42276285
Pilates,35,Male,27.7205049
Water Aerobics,34,Female,27.54579384
Qi Gong,55,Female,21.33781427
Qi Gong,42,Male,22.90343322
Meditation and Deep Breathing,22,Male,19.78294138
Qi Gong,25,Male,24.54458911
Stretching Routine,25,Male,20.94199295
Water Aerobics,48,Female,30.01620269
Light Calisthenics,57,Male,26.46304254
Water Aerobics,32,Male,31.37320281
Low-Intensity Dance Class,26,Male,28.39202405
Golf (Walking),22,Male,30.45664158
Light Calisthenics,53,Male,19.59858661
Golf (Walking),19,Female,22.52782587
Golf (Walking),39,Female,22.00936543
Stretching Routine,44,Female,27.98109424
Light Calisthenics,52,Female,34.16341131
Gardening,56,Male,22.49758241
Qi Gong,24,Male,33.05008357
Light Calisthenics,36,Male,25.35510739
Water Aerobics,31,Female,19.1025014
Pilates,46,Female,23.90279975
Water Aerobics,59,Female,22.23209333
Qi Gong,47,Female,23.09110724
Qi Gong,21,Male,30.14077438
Qi Gong,51,Male,23.63974028
Golf (Walking),57,Male,34.51324503
Water Aerobics,28,Female,32.91011115
Pilates,34,Female,22.26188997
Pilates,35,Male,20.46404907
Golf (Walking),35,Female,33.98419008
Golf (Walking),33,Male,21.59156158
Kayaking,21,Female,34.20455963
Light Calisthenics,49,Female,32.93733525
Meditation and Deep Breathing,19,Male,21.26434852
Water Aerobics,36,Male,28.85451594
Light Calisthenics,49,Male,29.63672526
Gardening,44,Male,24.11668598
Pilates,30,Male,34.51125401
Water Aerobics,49,Male,25.62478162
Pilates,50,Male,30.07378013
Light Calisthenics,24,Male,26.17186467
Light Calisthenics,20,Male,22.01014448
Stretching Routine,39,Female,25.84739587
Gardening,28,Male,23.01283506
Kayaking,26,Male,21.58360173
Qi Gong,54,Female,27.83495755
Kayaking,55,Female,25.78102701
Low-Intensity Dance Class,26,Female,28.74107321
Light Calisthenics,45,Female,26.2018579
Meditation and Deep Breathing,47,Female,25.44103119
Low-Intensity Dance Class,41,Male,27.83001511
Pilates,55,Female,21.68087448
Stretching Routine,39,Male,28.9127734
Golf (Walking),57,Male,18.94557462
Qi Gong,50,Male,21.29646339
Gardening,52,Male,25.80699577
Qi Gong,22,Female,31.22591142
Light Calisthenics,45,Female,19.20281812
Golf (Walking),59,Female,30.75002814
Kayaking,56,Female,27.50760672
Water Aerobics,32,Female,26.03899208
Water Aerobics,42,Male,32.0472894
Golf (Walking),27,Female,27.39884697
Stretching Routine,58,Male,29.70874035
Water Aerobics,37,Male,27.34163226
Stretching Routine,54,Female,31.70149805
Light Calisthenics,41,Female,31.0463119
Water Aerobics,39,Male,21.47072607
Gardening,60,Male,30.63064115
Gardening,39,Female,24.08458173
Stretching Routine,31,Female,25.78036221
Golf (Walking),44,Male,21.70019614
Stretching Routine,19,Female,18.91976404
Meditation and Deep Breathing,45,Female,34.86608991
Gardening,20,Male,32.33464783
Stretching Routine,59,Female,22.42108748
Kayaking,47,Male,34.62697072
Light Calisthenics,48,Male,22.01125337
Pilates,21,Male,24.8687511
Gardening,59,Female,26.00944919
Qi Gong,54,Male,33.9448297
Meditation and Deep Breathing,50,Male,34.56258866
Gardening,47,Male,30.99322112
Water Aerobics,44,Female,27.42442235
Golf (Walking),51,Female,30.52921926
Pilates,36,Female,18.89759795
Kayaking,52,Female,34.43925815
Stretching Routine,31,Male,33.47929379
Qi Gong,52,Male,18.93364294
Pilates,52,Male,33.52527055
Water Aerobics,49,Female,28.84935535
Gardening,56,Female,27.30758717
Qi Gong,57,Male,31.91162838
Water Aerobics,31,Female,28.88347482
Kayaking,31,Male,21.80128693
Qi Gong,59,Female,21.07745659
Light Calisthenics,53,Female,32.37650117
Kayaking,50,Male,24.46678234
Qi Gong,36,Male,30.79608329
Water Aerobics,20,Female,33.22599684
Kayaking,51,Male,31.08875806
Golf (Walking),49,Female,25.21896928
Low-Intensity Dance Class,47,Female,23.99356625
Gardening,26,Female,23.8325966
Kayaking,22,Female,31.91507275
Golf (Walking),46,Female,31.26528828
Water Aerobics,25,Male,29.23746672
Stretching Routine,38,Female,19.92378116
Gardening,57,Male,32.62640899
Light Calisthenics,52,Male,30.33661015
Low-Intensity Dance Class,55,Female,26.42299721
Light Calisthenics,52,Female,25.4997075
Pilates,52,Female,21.87786203
Gardening,31,Male,21.11698964
Low-Intensity Dance Class,39,Male,34.02902091
Gardening,26,Female,32.92455522
Qi Gong,48,Female,19.14723951
Kayaking,35,Female,29.25959916
Golf (Walking),57,Female,32.97754134
Light Calisthenics,21,Male,22.74451006
Golf (Walking),40,Male,27.77147399
Golf (Walking),50,Male,20.80398806
Water Aerobics,50,Female,24.444744
Kayaking,26,Male,23.58900056
Pilates,31,Male,18.73245923
Qi Gong,44,Female,34.96406227
Kayaking,58,Male,34.58057843
Golf (Walking),44,Female,21.38294233
Meditation and Deep Breathing,49,Male,27.4784556
Water Aerobics,28,Female,19.65599708
Kayaking,41,Male,22.85305311
Stretching Routine,46,Female,20.40161258
Kayaking,20,Male,19.73713773
Qi Gong,35,Male,19.23336604
Golf (Walking),19,Male,30.84917257
Stretching Routine,30,Male,30.09757603
Low-Intensity Dance Class,37,Female,25.49864826
Qi Gong,29,Male,28.97993739
Low-Intensity Dance Class,46,Female,30.02632095
Water Aerobics,18,Female,20.01220678
Water Aerobics,25,Female,26.89582999
Kayaking,56,Male,28.72765925
Golf (Walking),26,Female,27.88731786
Qi Gong,48,Male,30.64508109
Low-Intensity Dance Class,43,Male,27.41550803
Stretching Routine,31,Female,27.09622329
Meditation and Deep Breathing,46,Male,32.92045344
Stretching Routine,43,Female,27.14877678
Light Calisthenics,43,Male,19.35457722
Qi Gong,52,Male,23.27306667
Light Calisthenics,38,Male,27.49766773
Qi Gong,58,Male,33.76541034
Gardening,24,Male,29.89869195
Kayaking,26,Male,28.0460169
Qi Gong,55,Male,34.00129855
Gardening,51,Male,33.53319029
Low-Intensity Dance Class,38,Female,22.1134229
Stretching Routine,31,Male,31.24695096
Light Calisthenics,56,Female,34.30280499
Golf (Walking),19,Female,20.25659337
Qi Gong,21,Female,33.84652231
Low-Intensity Dance Class,35,Male,27.70949687
Light Calisthenics,52,Female,31.43342089
Water Aerobics,58,Male,32.8032923
Meditation and Deep Breathing,56,Female,28.94367959
Qi Gong,51,Female,24.43959717
Qi Gong,34,Male,25.83659483
Stretching Routine,37,Male,23.29261365
Stretching Routine,52,Male,29.72996063
Pilates,56,Female,24.78755771
Water Aerobics,59,Male,24.45190015
Golf (Walking),40,Female,32.38408484
Kayaking,36,Female,20.14100072
Meditation and Deep Breathing,53,Female,31.1771802
Golf (Walking),38,Female,29.78315385
Kayaking,49,Female,31.38329543
Stretching Routine,31,Female,31.95409556
Qi Gong,46,Male,29.38411175
Low-Intensity Dance Class,44,Male,26.50874323
Light Calisthenics,38,Female,31.70372743
Meditation and Deep Breathing,32,Female,34.99663922
Pilates,46,Male,34.19247034
Stretching Routine,24,Female,24.91086469
Golf (Walking),19,Male,23.14919017
Low-Intensity Dance Class,45,Female,34.59547104
Light Calisthenics,58,Male,32.10421915
Kayaking,44,Female,30.0244367
Golf (Walking),55,Male,33.79744993
Gardening,43,Female,26.37504757
Water Aerobics,30,Male,22.69973831
Meditation and Deep Breathing,40,Male,26.01539013
Gardening,37,Male,20.08023313
Qi Gong,26,Male,34.89167984
Low-Intensity Dance Class,59,Male,18.73748658
Kayaking,57,Male,20.95922439
Qi Gong,57,Female,23.15744474
Meditation and Deep Breathing,46,Male,21.79566821
Kayaking,36,Female,21.55539129
Low-Intensity Dance Class,34,Male,19.3240725
Gardening,58,Male,21.78611507
Qi Gong,52,Male,32.42687075
Light Calisthenics,46,Female,19.0242769
Qi Gong,25,Male,19.26590773
Qi Gong,27,Male,20.89492358
Light Calisthenics,56,Female,32.15934248
Low-Intensity Dance Class,37,Female,18.80294209
Golf (Walking),56,Female,21.53477476
Gardening,32,Male,24.64334693
Pilates,50,Male,29.12820328
Low-Intensity Dance Class,41,Female,19.16236797
Gardening,48,Female,29.32715718
Gardening,60,Male,32.71215753
Meditation and Deep Breathing,47,Male,25.12462861
Water Aerobics,43,Male,22.15363794
Gardening,49,Male,29.04480212
Kayaking,46,Male,26.16170484
Low-Intensity Dance Class,40,Male,27.39874955
Golf (Walking),50,Female,23.7003307
Meditation and Deep Breathing,29,Female,33.10358778
Kayaking,40,Female,29.72038136
Light Calisthenics,21,Female,29.92243354
Low-Intensity Dance Class,48,Male,29.08839849
Qi Gong,36,Male,33.46410496
Light Calisthenics,43,Female,26.57197288
Pilates,60,Female,19.04546895
Low-Intensity Dance Class,44,Male,31.93437748
Water Aerobics,45,Female,25.10238655
Water Aerobics,39,Female,24.84411506
Light Calisthenics,52,Male,32.77835736
Stretching Routine,60,Male,24.10367664
Gardening,23,Female,22.35055747
Kayaking,42,Male,18.61041644
Golf (Walking),44,Female,24.21564928
Pilates,31,Female,20.98037619
Gardening,47,Female,27.23332118
Qi Gong,60,Male,32.33698548
Water Aerobics,32,Male,34.00288363
Stretching Routine,48,Male,24.32626174
Pilates,22,Male,31.8126981
Water Aerobics,59,Female,24.93648873
Light Calisthenics,47,Male,30.48397155
Low-Intensity Dance Class,57,Female,20.02187315
Meditation and Deep Breathing,45,Female,30.6873864
Low-Intensity Dance Class,34,Male,25.54507465
Qi Gong,19,Male,21.26442786
Water Aerobics,36,Female,32.11162987
Gardening,46,Male,20.1890881
Light Calisthenics,24,Male,32.67848945
Stretching Routine,46,Male,18.93538227
Pilates,48,Male,33.83828684
Meditation and Deep Breathing,44,Male,32.68324104
Water Aerobics,43,Male,29.75883597
Water Aerobics,32,Male,24.42281342
Kayaking,56,Male,23.7509651
Pilates,27,Male,33.24319646
Gardening,26,Male,23.13345327
Golf (Walking),48,Female,31.38494152
Qi Gong,50,Male,20.52059894
Golf (Walking),45,Female,25.2815692
Water Aerobics,53,Female,28.33567089
Water Aerobics,59,Male,28.00554635
Kayaking,30,Male,34.38792906
Meditation and Deep Breathing,27,Female,21.75719546
Golf (Walking),18,Female,22.26045065
Golf (Walking),41,Female,34.55836263
Qi Gong,44,Female,25.33469997
Water Aerobics,42,Female,34.46116472
Water Aerobics,59,Female,30.21000053
Water Aerobics,40,Male,19.55049791
Qi Gong,24,Female,31.50683582
Stretching Routine,42,Male,22.25874568
Low-Intensity Dance Class,53,Female,30.84228012
Stretching Routine,31,Female,23.4476549
Qi Gong,29,Female,28.17710062
Low-Intensity Dance Class,31,Male,29.6143498
Kayaking,34,Female,34.56161324
Water Aerobics,30,Male,24.57097774
Low-Intensity Dance Class,20,Female,34.98385263
Low-Intensity Dance Class,33,Female,28.56725388
